Age,Gender,Country,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,wellness_program,leave
24,M,United Kingdom,Yes,Yes,No,Often,05-Jan,Yes,Yes,Don't know,No,Don't know
33,Male,United Kingdom,Yes,Yes,Yes,Sometimes,05-Jan,Yes,Yes,No,No,Very difficult
26,Female,United Kingdom,Yes,Yes,Yes,Sometimes,05-Jan,Yes,Yes,No,No,Very easy
25,Male,United Kingdom,No,No,No,Never,25-Jun,Yes,Yes,Don't know,Don't know,Very easy
33,female,United Kingdom,Yes,No,Yes,Sometimes,05-Jan,Yes,Yes,No,Yes,Very easy
43,Male,United States,No,No,No,Sometimes,More than 1000,Yes,Yes,No,No,Very difficult
30,Male,United Kingdom,Yes,No,Yes,Sometimes,25-Jun,No,Yes,No,No,Very difficult
40,Male,United States,No,Yes,Yes,Rarely,25-Jun,No,Yes,Don't know,No,Don't know
49,Male,United States,No,Yes,No,Never,More than 1000,No,Yes,Yes,Yes,Don't know
29,Male,Germany,No,No,No,NA,25-Jun,No,Yes,Don't know,No,Somewhat easy
26,male,Germany,No,No,No,NA,500-1000,No,Yes,Don't know,Don't know,Don't know
38,cis male,United States,No,No,No,Never,More than 1000,No,Yes,Yes,Yes,Somewhat easy
26,male,Belgium,No,No,No,Never,25-Jun,No,Yes,Yes,No,Somewhat easy
28,Male,United Kingdom,No,Yes,Yes,Often,26-100,No,Yes,No,No,Somewhat easy
40,Male,United States,No,Yes,Yes,Sometimes,05-Jan,Yes,Yes,No,No,Don't know
37,Female,Canada,Yes,Yes,Yes,Rarely,05-Jan,Yes,Yes,No,No,Somewhat easy
28,male,United States,No,Yes,Yes,Often,100-500,No,Yes,Don't know,No,Don't know
27,Male,Canada,No,No,No,Never,26-100,No,Yes,Yes,Yes,Very easy
29,Male,United Kingdom,No,No,Yes,Sometimes,25-Jun,Yes,Yes,No,No,Very easy
39,Female,United Kingdom,No,Yes,No,Rarely,500-1000,Yes,Yes,Don't know,No,Somewhat difficult
28,male,United Kingdom,No,No,No,Often,25-Jun,No,Yes,No,No,Somewhat difficult
23,Male,United States,No,Yes,No,Sometimes,26-100,No,Yes,Yes,Yes,Somewhat easy
8,A little about you,"Bahamas, The",Yes,Yes,Yes,Often,05-Jan,Yes,Yes,Yes,Yes,Very easy
38,Male,United Kingdom,No,No,No,NA,05-Jan,Yes,Yes,No,No,Somewhat easy
19,Male,United Kingdom,No,No,No,NA,25-Jun,No,Yes,Yes,No,Very easy
30,Female,United States,No,Yes,Yes,Sometimes,26-100,No,Yes,Yes,Yes,Very easy
28,male,United Kingdom,Yes,No,No,NA,05-Jan,Yes,Yes,No,No,Very easy
20,Male,India,No,No,Yes,Sometimes,26-100,No,Yes,Don't know,No,Don't know
35,Male,United Kingdom,Yes,No,No,Sometimes,05-Jan,No,Yes,Don't know,No,Somewhat easy
39,male,United States,No,No,Yes,Rarely,100-500,Yes,Yes,Yes,No,Very easy
32,Male,United Kingdom,No,No,No,Rarely,500-1000,No,Yes,No,No,Don't know
27,Male,Sweden,No,No,No,NA,25-Jun,No,Yes,No,No,Don't know
25,Male,United States,No,Yes,Yes,Often,25-Jun,Yes,Yes,Yes,No,Somewhat easy
42,male,United States,No,Yes,Yes,Sometimes,25-Jun,Yes,Yes,Don't know,No,Don't know
34,male,United States,No,Yes,Yes,Often,100-500,No,Yes,Yes,No,Very easy
26,female,United States,No,No,Yes,Sometimes,26-100,Yes,Yes,Don't know,No,Don't know
35,Male,United Kingdom,No,Yes,Yes,Sometimes,05-Jan,No,Yes,No,No,Very easy
34,Male,United Kingdom,No,No,No,Never,500-1000,No,Yes,Don't know,No,Very easy
34,M,United States,No,No,No,Sometimes,100-500,No,Yes,Don't know,No,Don't know
39,M,United States,No,Yes,Yes,Sometimes,25-Jun,Yes,Yes,No,No,Somewhat easy
44,F,United States,No,No,No,NA,100-500,No,Yes,Don't know,No,Don't know
33,female,United States,Yes,No,No,Never,05-Jan,Yes,Yes,No,Don't know,Somewhat easy
38,Female,United States,No,Yes,No,Sometimes,26-100,Yes,Yes,Don't know,Don't know,Don't know
31,male,United States,No,No,No,Sometimes,More than 1000,No,Yes,Yes,Yes,Don't know
23,Male,Israel,No,No,No,NA,100-500,No,Yes,Don't know,No,Very easy
26,F,United States,No,No,No,NA,25-Jun,No,Yes,Don't know,No,Somewhat easy
30,Male,United States,No,Yes,Yes,Sometimes,26-100,Yes,Yes,Yes,No,Don't know
25,Male,United States,No,No,No,Rarely,26-100,Yes,Yes,Don't know,No,Somewhat easy
19,M,Canada,No,No,No,Never,26-100,Yes,Yes,Don't know,No,Somewhat easy
32,m,United States,No,No,No,Never,25-Jun,No,Yes,Yes,Yes,Somewhat easy
32,Male,United Kingdom,No,No,No,NA,25-Jun,No,Yes,No,No,Don't know
37,Male,United States,No,Yes,No,Sometimes,26-100,Yes,Yes,Don't know,No,Somewhat easy
42,M,United States,No,Yes,Yes,Sometimes,25-Jun,Yes,Yes,Don't know,No,Don't know
25,female,United States,No,No,No,Never,More than 1000,No,Yes,Yes,Yes,Don't know
19,Male,United States,No,No,No,Sometimes,05-Jan,No,Yes,Don't know,No,Don't know
40,female,United States,No,Yes,No,Never,100-500,Yes,Yes,Yes,Yes,Don't know
26,Male,United States,No,Yes,No,NA,25-Jun,No,Yes,Don't know,No,Don't know
31,Male,United States,No,Yes,Yes,Rarely,25-Jun,No,Yes,Don't know,Don't know,Don't know
31,Female,United States,No,Yes,Yes,Often,26-100,No,Yes,No,No,Very difficult
35,Male,Canada,No,Yes,No,Sometimes,25-Jun,Yes,Yes,No,No,Don't know
26,male,Australia,No,Yes,Yes,Sometimes,26-100,Yes,Yes,No,No,Don't know
34,Female,United States,No,No,No,Sometimes,05-Jan,No,Yes,No,No,Very easy
35,Male,United States,No,No,No,NA,25-Jun,Yes,Yes,No,No,Don't know
28,female,United States,No,Yes,Yes,Sometimes,26-100,Yes,Yes,Don't know,No,Somewhat easy
33,Male,United States,No,No,No,NA,25-Jun,Yes,Yes,Yes,Don't know,Don't know
40,M,United States,No,Yes,Yes,Sometimes,More than 1000,Yes,Yes,Yes,No,Don't know
26,Male,United States,No,No,Yes,Sometimes,25-Jun,No,Yes,Yes,No,Don't know
26,Female,Canada,No,Yes,Yes,Sometimes,100-500,No,Yes,Yes,No,Don't know
33,Malr,Italy,No,Yes,Yes,Sometimes,25-Jun,No,Yes,No,No,Somewhat easy
28,Male,Brazil,No,Yes,No,Sometimes,100-500,No,Yes,No,No,Somewhat easy
39,Male,United Kingdom,Yes,Yes,Yes,Sometimes,05-Jan,Yes,Yes,No,Yes,Somewhat difficult
26,female,United States,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,No,Don't know
35,Male,Switzerland,No,Yes,Yes,Often,More than 1000,No,Yes,Don't know,No,Very easy
36,Male,United States,No,No,No,Never,05-Jan,Yes,Yes,Don't know,Don't know,Very easy
39,Male,United States,No,Yes,Yes,Sometimes,500-1000,No,Yes,Yes,No,Very easy
27,Male,United States,No,No,No,Never,25-Jun,No,Yes,Don't know,No,Don't know
33,male,United States,Yes,No,No,Never,25-Jun,Yes,Yes,Don't know,No,Very easy
31,Male ,Canada,No,Yes,Yes,Often,More than 1000,No,Yes,Yes,Don't know,Don't know
28,Female,United States,No,No,Yes,Rarely,25-Jun,No,Yes,Yes,Don't know,Very easy
27,Male,United States,No,No,Yes,Sometimes,100-500,No,Yes,Don't know,No,Very difficult
44,M,United States,Yes,No,No,Never,05-Jan,Yes,Yes,Don't know,No,Somewhat difficult
25,Male,United States,No,No,Yes,Often,25-Jun,Yes,Yes,Don't know,No,Somewhat easy
24,male,Germany,No,Yes,Yes,Sometimes,25-Jun,No,Yes,No,No,Somewhat easy
34,M,United States,No,No,No,Never,25-Jun,Yes,Yes,Yes,Don't know,Somewhat easy
34,Male,Greece,No,No,No,NA,26-100,Yes,Yes,No,No,Very difficult
39,Female,United States,No,No,Yes,Sometimes,25-Jun,Yes,Yes,No,No,Don't know
43,Male,United States,No,No,No,Sometimes,More than 1000,Yes,Yes,Yes,No,Don't know
41,M,United States,No,No,No,Rarely,More than 1000,No,Yes,Yes,Yes,Don't know
31,m,United States,No,No,Yes,Sometimes,100-500,No,Yes,Yes,No,Somewhat easy
40,Male,United States,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,Don't know
43,Male,United States,Yes,Yes,Yes,Sometimes,05-Jan,Yes,Yes,Yes,No,Don't know
27,Female,United States,No,Yes,Yes,Often,More than 1000,No,Yes,Yes,Yes,Very difficult
37,female,United States,No,Yes,Yes,Sometimes,26-100,Yes,Yes,Yes,No,Don't know
32,male,Netherlands,Yes,No,Yes,Sometimes,05-Jan,No,Yes,No,No,Very difficult
25,Male,United States,No,Yes,Yes,Often,05-Jan,No,Yes,No,No,Very easy
29,Male,Netherlands,No,Yes,Yes,Often,05-Jan,No,Yes,Don't know,Don't know,Very difficult
37,male,Germany,No,No,No,NA,25-Jun,No,Yes,Don't know,No,Very easy
41,male,Germany,No,No,Yes,Sometimes,More than 1000,No,Yes,Don't know,No,Somewhat difficult
32,Male,United States,No,No,Yes,Sometimes,26-100,No,Yes,Yes,Yes,Don't know
28,Female,United States,No,Yes,Yes,Sometimes,100-500,No,Yes,Yes,Don't know,Don't know
11,male,United States,Yes,No,No,Never,05-Jan,Yes,Yes,No,No,Very easy
32,Male,United States,No,Yes,Yes,Often,100-500,No,Yes,No,No,Very difficult
25,M,United States,No,No,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,Don't know
37,Male,United States,No,No,Yes,Sometimes,100-500,No,Yes,Yes,No,Very easy
24,Male,United States,No,Yes,Yes,Rarely,25-Jun,Yes,Yes,Don't know,No,Very easy
40,male,United States,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,Somewhat difficult
43,Male,United States,No,No,No,Never,500-1000,No,Yes,Don't know,No,Don't know
29,Male,United States,No,No,No,NA,25-Jun,Yes,Yes,Yes,No,Don't know
26,Male,United States,No,Yes,No,Sometimes,100-500,No,Yes,Don't know,No,Don't know
33,Female,Canada,Yes,Yes,Yes,Often,05-Jan,Yes,Yes,No,No,Very difficult
35,Female,United States,No,Yes,No,Sometimes,25-Jun,Yes,Yes,Don't know,No,Somewhat easy
45,M,United States,No,No,No,Never,25-Jun,Yes,Yes,Yes,No,Don't know
25,Male,United States,No,No,Yes,Rarely,25-Jun,Yes,Yes,No,No,Somewhat easy
50,male,France,Yes,No,Yes,Sometimes,26-100,Yes,Yes,No,No,Don't know
26,male,Australia,No,Yes,Yes,Rarely,26-100,No,Yes,No,Don't know,Very easy
33,female,United States,No,No,Yes,Often,More than 1000,No,Yes,Yes,Don't know,Don't know
30,Male,India,No,No,No,Often,25-Jun,No,Yes,No,No,Very easy
33,male,Croatia,No,Yes,Yes,Sometimes,25-Jun,Yes,Yes,Yes,No,Very easy
29,M,France,No,No,Yes,Often,25-Jun,No,Yes,Yes,No,Somewhat easy
37,male,Germany,No,No,No,NA,25-Jun,Yes,Yes,No,No,Don't know
25,Male,United States,No,Yes,Yes,Sometimes,05-Jan,Yes,Yes,Don't know,Don't know,Very easy
24,Male,Canada,No,No,No,Sometimes,26-100,No,Yes,Yes,No,Don't know
40,Male,United Kingdom,No,No,Yes,Never,100-500,No,Yes,Don't know,No,Very easy
46,Male,United States,No,Yes,Yes,Sometimes,25-Jun,No,Yes,Don't know,No,Don't know
34,Male,United States,No,No,No,Never,05-Jan,Yes,Yes,No,No,Don't know
32,Male,United Kingdom,Yes,No,Yes,Rarely,05-Jan,No,Yes,No,Yes,Very easy
33,Female,United Kingdom,No,No,Yes,Never,100-500,No,Yes,Don't know,No,Very easy
35,Male,United States,No,No,No,NA,25-Jun,No,Yes,Don't know,Don't know,Don't know
26,Male,Germany,Yes,Yes,Yes,Often,05-Jan,No,Yes,No,No,Don't know
20,female,United States,No,No,Yes,Sometimes,26-100,Yes,Yes,Don't know,Don't know,Don't know
-1,p,United States,Yes,Yes,Yes,Often,05-Jan,Yes,Yes,Yes,Yes,Very easy
37,Male,Netherlands,No,Yes,No,Sometimes,25-Jun,No,Yes,No,No,Somewhat easy
32,male,United Kingdom,No,No,No,NA,26-100,No,Yes,No,No,Don't know
36,F,United States,No,Yes,Yes,Rarely,More than 1000,Yes,Yes,Yes,No,Somewhat easy
27,M,New Zealand,No,No,No,Rarely,26-100,No,Yes,No,No,Somewhat difficult
27,M,New Zealand,No,No,No,Rarely,26-100,No,Yes,No,No,Somewhat difficult
25,Male,United Kingdom,No,Yes,Yes,Sometimes,26-100,Yes,Yes,No,No,Very easy
41,M,United Kingdom,No,Yes,No,NA,25-Jun,No,Yes,No,No,Somewhat difficult
23,Male,Germany,No,Yes,Yes,Sometimes,25-Jun,No,Yes,Don't know,No,Somewhat easy
26,Male,Moldova,No,No,Yes,Often,26-100,No,Yes,No,No,Very difficult
29,Male,Sweden,No,No,No,Rarely,More than 1000,No,Yes,Don't know,Don't know,Don't know
26,F,United States,No,Yes,No,Sometimes,26-100,Yes,Yes,Don't know,No,Don't know
38,Male,United Kingdom,No,Yes,Yes,Sometimes,05-Jan,No,Yes,No,Don't know,Very easy
32,male,United States,No,No,No,Rarely,25-Jun,No,Yes,Yes,No,Don't know
32,Male,United States,No,No,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,Somewhat difficult
26,Male,United Kingdom,No,No,No,Never,25-Jun,No,Yes,No,No,Don't know
38,Male,Canada,No,Yes,Yes,Rarely,100-500,No,Yes,Don't know,No,Don't know
32,male,Canada,Yes,No,No,Never,25-Jun,Yes,Yes,Don't know,No,Very easy
37,Male,Netherlands,Yes,No,No,Never,05-Jan,Yes,Yes,Don't know,Don't know,Very easy
31,male,United Kingdom,No,Yes,Yes,Never,25-Jun,No,Yes,Don't know,No,Somewhat easy
30,m,United States,No,Yes,Yes,Rarely,25-Jun,No,Yes,No,No,Don't know
51,M,Singapore,No,No,No,Never,More than 1000,Yes,Yes,Don't know,No,Don't know
29,M,United States,No,No,Yes,Sometimes,26-100,No,Yes,Yes,No,Don't know
31,Male,United Kingdom,No,No,No,Never,100-500,No,Yes,Yes,No,Don't know
31,Male,India,No,No,No,NA,26-100,No,Yes,Don't know,No,Don't know
26,Male,United States,No,Yes,Yes,Sometimes,25-Jun,Yes,Yes,Don't know,No,Somewhat easy
32,Male,United States,No,Yes,No,Sometimes,More than 1000,No,Yes,Yes,Yes,Don't know
34,male,Poland,No,No,No,Never,More than 1000,Yes,Yes,Don't know,No,Don't know
26,Male,Colombia,No,No,No,Often,25-Jun,No,Yes,No,No,Very difficult
32,Female,United States,No,No,Yes,Sometimes,More than 1000,No,Yes,Yes,No,Don't know
29,Male,United States,No,No,No,NA,More than 1000,No,Yes,Don't know,No,Don't know
40,F,United States,No,Yes,Yes,Sometimes,26-100,No,Yes,Yes,No,Somewhat easy
23,Male,United Kingdom,No,No,Yes,Sometimes,05-Jan,No,Yes,No,No,Very difficult
38,male,United States,No,Yes,No,NA,25-Jun,No,Yes,Don't know,No,Somewhat difficult
26,Female,United States,No,Yes,Yes,Rarely,100-500,No,Yes,Yes,No,Don't know
29,Male,United States,No,No,No,Never,26-100,No,Yes,No,No,Don't know
40,m,China,Yes,No,No,Sometimes,05-Jan,Yes,Yes,No,No,Somewhat easy
25,female,Bulgaria,No,No,Yes,Sometimes,26-100,Yes,Yes,No,No,Don't know
32,Woman,United States,No,No,Yes,Sometimes,26-100,No,Yes,Yes,No,Don't know
35,female,United States,No,Yes,Yes,Sometimes,05-Jan,Yes,Yes,No,No,Don't know
28,F,United States,No,No,Yes,Often,25-Jun,No,Yes,No,No,Very difficult
56,female,United States,Yes,No,No,Rarely,05-Jan,Yes,Yes,Don't know,Don't know,Don't know
38,Male,United States,No,Yes,Yes,Sometimes,26-100,Yes,Yes,Yes,No,Don't know
31,Female,Belgium,No,No,No,NA,26-100,No,Yes,Don't know,No,Very easy
40,Male,United States,No,Yes,Yes,Sometimes,25-Jun,No,Yes,Yes,No,Don't know
44,M,United States,No,Yes,Yes,Sometimes,100-500,No,Yes,Yes,No,Don't know
34,Male,Canada,No,Yes,No,Sometimes,More than 1000,No,Yes,Yes,Yes,Don't know
37,Male,United Kingdom,No,No,No,Never,26-100,Yes,Yes,Don't know,No,Somewhat easy
38,male,Italy,No,No,No,Never,26-100,No,Yes,Don't know,Don't know,Don't know
27,male,Germany,No,No,No,NA,26-100,No,Yes,Don't know,No,Don't know
35,Female,Ireland,No,No,No,Rarely,05-Jan,No,Yes,Don't know,No,Don't know
34,male,Ireland,No,No,Yes,Often,25-Jun,No,Yes,No,No,Somewhat difficult
32,Male,United States,No,No,Yes,Often,26-100,Yes,Yes,Yes,No,Very difficult
25,male,Ireland,No,No,No,NA,100-500,No,Yes,Don't know,No,Don't know
28,Male,Australia,No,No,Yes,Often,100-500,Yes,Yes,No,No,Don't know
28,Female,United States,No,No,Yes,Rarely,25-Jun,No,Yes,Yes,No,Somewhat easy
31,Male,Brazil,Yes,No,Yes,NA,05-Jan,No,Yes,No,No,Don't know
24,Male,United Kingdom,No,No,No,NA,100-500,No,Yes,Don't know,No,Somewhat easy
34,Male,Ireland,No,Yes,Yes,Never,05-Jan,Yes,Yes,No,No,Don't know
32,male,Ireland,No,No,Yes,Sometimes,25-Jun,No,Yes,No,No,Somewhat easy
23,Male,United States,No,No,Yes,Sometimes,05-Jan,No,Yes,No,No,Very easy
33,Male,Czech Republic,No,Yes,No,Often,100-500,No,Yes,No,No,Somewhat easy
29,male,Singapore,No,Yes,Yes,Sometimes,26-100,No,Yes,Don't know,No,Somewhat difficult
24,male,Ireland,No,Yes,No,NA,05-Jan,No,Yes,No,No,Don't know
45,male,Ireland,No,No,No,Never,More than 1000,Yes,Yes,Don't know,No,Don't know
31,Male,Philippines,No,No,No,Sometimes,More than 1000,No,Yes,Don't know,No,Very difficult
33,Male,United States,No,No,Yes,Often,26-100,Yes,Yes,Yes,No,Don't know
28,male,Netherlands,No,No,No,NA,25-Jun,No,Yes,No,No,Somewhat easy
42,male,Ireland,No,No,No,Never,26-100,No,Yes,No,No,Somewhat difficult
28,male,Netherlands,No,No,No,NA,25-Jun,No,Yes,No,No,Somewhat easy
38,Male,United States,No,No,Yes,Sometimes,More than 1000,Yes,Yes,Yes,Yes,Very easy
46,Male,United States,No,Yes,Yes,Often,26-100,No,Yes,Don't know,No,Don't know
46,male,United States,No,Yes,Yes,Sometimes,100-500,Yes,Yes,Don't know,Don't know,Don't know
41,female,Netherlands,Yes,No,Yes,Rarely,05-Jan,Yes,Yes,Don't know,Don't know,Somewhat easy
23,Male ,United Kingdom,No,No,No,Never,26-100,No,Yes,Don't know,No,Somewhat easy
24,male,Ireland,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,No,Somewhat easy
23,female,Ireland,No,No,Yes,Rarely,26-100,No,Yes,No,Yes,Don't know
32,Female,Ireland,No,Yes,No,Never,More than 1000,No,Yes,Yes,Don't know,Don't know
25,Male,United States,No,Yes,Yes,Sometimes,26-100,No,Yes,Don't know,No,Somewhat easy
39,Male,Greece,No,No,No,NA,25-Jun,Yes,Yes,No,No,Don't know
23,Female,United Kingdom,No,Yes,Yes,Sometimes,25-Jun,No,Yes,No,No,Very easy
24,Cis Man,United Kingdom,Yes,No,Yes,Sometimes,25-Jun,Yes,Yes,No,No,Don't know
23,Male,United Kingdom,No,No,Yes,Rarely,25-Jun,No,Yes,No,No,Don't know
23,Male,Canada,No,No,Yes,Often,26-100,No,Yes,Yes,Yes,Don't know
60,Male,United States,No,No,Yes,Often,More than 1000,Yes,Yes,Don't know,Yes,Somewhat easy
28,male,Ireland,No,No,No,Sometimes,26-100,No,Yes,No,No,Don't know
30,male,Netherlands,No,No,No,Sometimes,500-1000,No,Yes,Don't know,No,Don't know
31,male,Germany,No,Yes,Yes,Sometimes,100-500,No,Yes,Don't know,No,Somewhat easy
31,Male,Poland,Yes,No,Yes,Often,25-Jun,Yes,Yes,No,No,Somewhat easy
28,Male,Ireland,No,No,Yes,Rarely,26-100,No,Yes,Don't know,No,Don't know
43,f,United States,No,Yes,Yes,Rarely,More than 1000,Yes,Yes,Yes,No,Don't know
32,Male,United States,No,No,No,Never,100-500,No,Yes,Yes,Don't know,Somewhat easy
36,male,Finland,No,No,Yes,Often,25-Jun,No,Yes,No,No,Very difficult
41,Female,United States,No,Yes,Yes,Sometimes,26-100,No,Yes,Yes,No,Don't know
30,M,United States,No,Yes,Yes,Sometimes,26-100,No,Yes,Yes,Don't know,Very easy
30,Male,United States,Yes,Yes,Yes,Often,26-100,No,Yes,Yes,Yes,Don't know
29,male,United States,No,Yes,Yes,Sometimes,100-500,Yes,Yes,Yes,Yes,Don't know
26,male,United Kingdom,No,No,Yes,NA,26-100,No,Yes,No,No,Somewhat easy
32,Male,United States,No,Yes,Yes,Often,26-100,Yes,Yes,Yes,No,Somewhat difficult
34,male,United States,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,No,Somewhat difficult
46,f,United States,No,No,No,NA,100-500,Yes,Yes,No,No,Don't know
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,